name1	name2
ACAP3	HPS1
ACAP3	IQSEC1
ACAP3	IQSEC2
ACAP3	IQSEC3
ACAP3	ITSN2
ACAP3	MADD
ACAP3	MCF2L
ACAP3	MCF2L2
ACAP3	MON1A
ACAP3	MYO9A
ACAP3	MYO9B
ACAP3	PDE6D
ACAP3	PKP4
ACAP3	PLEKHG1
ACAP3	PLEKHG2
ACAP3	PLEKHG3
ACAP3	PLEKHG4
ACAP3	PLEKHG4B
ACAP3	PLEKHG5
ACAP3	PLEKHG6
ACAP3	PLEKHG7
ACAP3	PSD
ACAP3	PSD2
ACAP3	PSD3
ACAP3	PSD4
ACAP3	RAB3IL1
ACAP3	RAB3IP
ACAP3	RABEP1
ACAP3	RABEP2
ACAP3	RABGAP1
ACAP3	RABGAP1L
ACAP3	RABIF
ACAP3	RALBP1
ACAP3	RALGAPA1
ACAP3	RALGAPA2
ACAP3	RALGAPB
ACAP3	RALGDS
ACAP3	RALGPS1
ACAP3	RALGPS2
ACAP3	RANGRF
ACAP3	RAP1GAP2
ACAP3	RAPGEF5
ACAP3	RAPGEFL1
ACAP3	RASA4B
ACAP3	RASGEF1B
ACAP3	RASGEF1C
ACAP3	RASGRP2
ACAP3	RCBTB2
ACAP3	RGL1
ACAP3	RGL3
ACAP3	RGL4
ACAP3	RGP1
ACAP3	RGS10
ACAP3	RGS13
ACAP3	RGS17
ACAP3	RGS18
ACAP3	RGS21
ACAP3	RGS22
ACAP3	RGS3
ACAP3	RGS4
ACAP3	RGS5
ACAP3	RGS7
ACAP3	RGS8
ACAP3	RGSL1
ACAP3	RIC1
ACAP3	RIC8B
ACAP3	RIN1
ACAP3	RIN2
ACAP3	RIN3
ACAP3	RINL
ACAP3	RPGR
ACAP3	RSU1
ACAP3	RUNDC1
ACAP3	SBF1
ACAP3	SBF2
ACAP3	SERGEF
ACAP3	SGSM1
ACAP3	SGSM2
ACAP3	SH3BP1
ACAP3	SIPA1L2
ACAP3	SMAP1
ACAP3	SMAP2
ACAP3	SNX13
ACAP3	SNX18
ACAP3	SPATA13
ACAP3	SRGAP1
ACAP3	SRGAP3
ACAP3	ST5
ACAP3	STARD8
ACAP3	SYDE1
ACAP3	SYDE2
ACAP3	TAGAP
ACAP3	TBC1D1
ACAP3	TBC1D12
ACAP3	TBC1D13
ACAP3	TBC1D14
ACAP3	TBC1D15
ACAP3	TBC1D16
ACAP3	TBC1D17
ACAP3	TBC1D19
ACAP3	TBC1D2
ACAP3	TBC1D21
ACAP3	TBC1D22A
ACAP3	TBC1D22B
ACAP3	TBC1D24
ACAP3	TBC1D25
ACAP3	TBC1D26
ACAP3	TBC1D2B
ACAP3	TBC1D3
ACAP3	TBC1D30
ACAP3	TBC1D3B
ACAP3	TBC1D3C
ACAP3	TBC1D3D
ACAP3	TBC1D3E
ACAP3	TBC1D3F
ACAP3	TBC1D3G
ACAP3	TBC1D3H
ACAP3	TBC1D3I
ACAP3	TBC1D3K
ACAP3	TBC1D3L
ACAP3	TBC1D8
ACAP3	TBC1D8B
ACAP3	TBC1D9
ACAP3	TBC1D9B
ACAP3	TBCD
ACAP3	TBCK
ACAP3	TIAM2
ACAP3	TRAPPC1
ACAP3	TRAPPC4
ACAP3	USP6NL
ACAP3	VPS9D1
ACAT2	ACOX1
ACAT2	ACOX2
ACAT2	ACOX3
ACAT2	ACOXL
ACAT2	AMACR
ACAT2	AUH
ACAT2	CPT1B
ACAT2	CPT1C
ACAT2	CPT2
ACAT2	DECR1
ACAT2	ECH1
ACAT2	ECHDC2
ACAT2	ECHS1
ACAT2	ECI1
ACAT2	ECI2
ACAT2	EHHADH
ACAT2	ETFA
ACAT2	ETFB
ACAT2	ETFDH
ACAT2	FAAH
ACAT2	HADHB
ACAT2	HAO2
ACAT2	HIBCH
ACAT2	IVD
ACAT2	NUDT19
ACAT2	PCCA
ACAT2	PCCB
ACAT2	PHYH
ACAT2	PIP5KL1
ACAT2	PIPSL
ACAT2	SLC27A2
ACBD5	ATG101
