GENEA	GENEB
RPA3	SMR3B
MRM3	TMEM11
RNF5	SLC39A5
RNF14	WSCD2
RNF14	ST13
RIOK2	RPA2
RGPD4	TIMM9
RFC5	SSB
REV1	USP17L10
RARS	ZNF680
RAPH1	RSU1
RANGAP1	TAF2
RAD52	ZCCHC9
RAD52	SLC7A8
RAD51D	TARS2
RAC1	TRIO
RAB6A	EIPR1
PUF60	TTK
PTPN23	VPS8
PTPMT1	SARS2
PSMD6	UBAP1
PSMD11	VCP
PSMC4	TNFAIP2
PSMA5	USP39
PSMA5	SNRPF
PSMA5	SGO1
PSMA5	RPF2
PSMA4	TRAPPC5
PSMA4	SRMS
PSMA4	SPDYE3
PRSS50	SAA1
PRPF6	U2AF1
PRAMEF17	TUBGCP3
PPY	SF3B6
PPM1D	ZFAND5
PPHLN1	SKA1
PPAT	UQCRFS1
PPAT	SLC20A1
PPARGC1B	ZNF382
PPA2	RPP40
POU5F1B	RAD51
POLRMT	PYURF
POLR3B	RPL5
POLR2G	PSMA1
POLR2E	STRN
POLR2E	RPS2
POLR1B	SF1
POLR1B	SET
POLG	UQCC3
POLE	PRIM1
PLEKHG3	SRP68
PLEKHG3	RPL39L
PKN2	SKA3
PITRM1	PPA2
PHF5A	PSMB2
PHF20	SULT1E1
PGS1	TPI1
PET117	SDHA
PES1	TRMT61A
PES1	SKA3
PEF1	PSME2
PDRG1	SRP54
PDRG1	SNRPD1
PDRG1	PSMC4
PALM	SUCLA2
OXSM	UQCR10
OSGEP	TRMT61A
ORC3	ZCRB1
OR8D1	SRP54
OR8D1	POTEG
OR7A17	TPPP
OR5K2	TRIM49B
OR5K2	STRN
OR5H1	SMPD3
OR4C6	PSMD11
OR4A5	OR7A17
OR2M3	VN1R2
OR2M3	RPL13A
OR2C3	RFFL
OR1J4	RPS16
OR1J1	TNFAIP2
OR1J1	SLC7A8
OR1D2	RNF5
NUTF2	SPDYE3
NUTF2	PSMD8
NUP54	ZRANB2
NUP107	SFSWAP
NUMBL	RPS23
NUF2	WEE1
NUF2	USP37
NUF2	USP17L10
NUCKS1	RPF2
NSMCE1	PGS1
NSF	SRP68
NSF	RANGAP1
NSA2	WDR70
NR2C2AP	TRMT61A
NOV	RDH10
NOTCH2NL	PSME2
NOP10	URB1
NOL12	WDR12
NOL11	RPL7
NHP2	RTCB
NGDN	ZBTB4
NGDN	WDR55
NELFB	TELO2
NEDD8	BUD23
NEDD8	TUBA1C
NDUFS3	ZBTB11
NDUFAF7	UQCC2
NDUFA8	TRIT1
NDUFA13	TIMMDC1
NCKAP1	WWTR1
NBAS	RAB18
NAT10	RFC5
NARS	PNISR
NANOG	ZNF253
NAF1	POP7
NAA20	TOP3A
NAA20	NHEJ1
MVK	UBIAD1
MTSS1	PPP1R1B
MTRNR2L6	POU5F1B
MTRNR2L1	OR2T33
MTRF1L	UQCRQ
MRPS9	RPP21
MRPS26	SDHB
MRPS25	ORC3
MRPL55	SDHC
MRPL54	REXO2
MRPL52	NDUFS1
MRPL45	TIMMDC1
MRPL44	NDUFB4
MRPL40	TRMT61A
MRPL3	NFU1
MRPL35	SLC25A3
MRPL27	MRPL28
MRPL20	SURF1
MRE11	MRPL47
MIS12	UBTF
MIPEP	RAD9A
METTL16	POLR3F
METTL14	PDCL3
MEF2C	SPI1
MED4	SNW1
MED27	TRAPPC11
MED22	PREB
MED20	PHF5A
MED18	RPS10
MDM4	PTMA
MDH2	NDUFS1
MCRS1	MED4
MCM6	NAA50
MAST2	TRIM49B
MAST2	SON
MAML2	MITF
LYZL4	U2AF1
LYZL4	SMU1
LTV1	RFC5
LSM6	POU5F1B
LSM6	ORC4
LSM6	OR4C6
LSM5	TRAPPC13
LSM4	OR4C6
LSM10	MRGPRE
LRRC37A	WDR86
LRRC37A3	POTEG
LRRC37A3	OLFML3
LIAS	MRPS31
LGALS9B	RGPD4
LEP	OR5AS1
LCN10	ZDHHC19
LCE3C	OR4C6
LCE1A	LSM4
LARS	PIP5K1A
LARS	NGDN
LAMTOR1	VPS29
KRTAP5-3	KRTAP19-3
KRIT1	RNF19A
KIAA1551	SKA1
KIAA0391	PTPMT1
KIAA0391	LIAS
KCTD9	ZNF253
KCNE2	YEATS2
KCNC3	ST13
KCNC3	RPL39L
KCNC3	OR4E2
KAT7	MEAF6
KANSL1	WDR70
JAZF1	TMEM130
IYD	TTK
ITPK1	PGM3
ISCU	POLR3C
IQCE	KCNJ4
INTS2	TOP1
INTS2	SLC31A2
INTS2	PSMD2
IMP4	WDR55
IMP4	PDRG1
IMMT	MRE11
IDI2	PPARGC1B
IDI2	OR10Z1
IARS	NEDD8
IARS2	MRPL20
HYDIN	TWF1
HUS1	TAMM41
HUS1	PPA2
HS6ST1	INPP4A
HOXB13	SMPD3
HOXA11	SLC29A4
HNRNPA3	UQCRH
HNRNPA3	TRAPPC3
HNRNPA3	REV1
HNRNPA3	LRRC37A
HNRNPA1L2	U2AF1
HNF1A	HNF4A
HMGN2	NUF2
HMBS	RBFA
HIST2H2BF	MAST2
HIST1H2AI	TUBB2A
HAUS2	ZNF131
HAUS2	ORC3
HAUS2	NAA20
HARS	MED27
HAMP	NUP85
HADHA	NT5C3A
GTPBP3	NGRN
GTPBP3	MRPL39
GTF3C4	SSBP1
GTF2H4	TTC4
GTF2H3	WDR55
GTF2H3	LYRM4
GTF2H3	LIN52
GTF2F1	SYMPK
GTF2F1	MED18
GTF2E2	PES1
GTF2A2	RTCB
GTF2A1	POLR3D
GSDMA	ELOC
GRAMD1A	NPIPA5
GPR137	MRGPRE
GPN1	SKA3
GPN1	RGPD4
GOLT1B	PSMA4
GOLT1B	NUTF2
GOLGA6D	PES1
GNPNAT1	RPE
GNB1L	NOP10
GNB1L	GTF2H4
GMPPB	ZNF85
GLUL	NARS
GLRX5	OXSM
GJA3	MKNK1
GINS4	TUBA1C
GINS4	ORC3
GGPS1	KRTAP5-3
GFM2	UROS
GFM2	LIAS
GEMIN4	SNAPC3
GCLC	MTHFD1
GATC	HUS1
GATC	HMBS
GATA3	LDB1
GAPDH	ZCRB1
GAPDH	TXNL4B
GALP	RTFDC1
GALP	MCM6
GABPA	ELOC
G2E3	UBA6
FRG2C	UQCRH
FMO1	SV2A
FKBP3	GTF3C2
FEN1	POLE3
FEM1A	PDZK1IP1
FDX1	DMAC1
FDX1	MRPL41
FDX1	LIPT2
FCF1	GABPA
FARSA	SAMM50
FARSA	MIS12
FARSA	IMP4
FAM98B	PPA2
FAM76B	TM7SF2
FAM69A	IQCC
FAM35A	ZNF253
FAM35A	MIS12
FAM231AP	HIST2H3D
RETREG1	TCEANC2
EXOSC5	PRAMEF17
EXOC3L1	FEM1A
EXO1	MDM2
ETFB	NUP85
ETF1	TRAPPC11
ERCC3	ERH
EPG5	VPS37A
EIF5B	HAUS3
EIF5A	RTCB
EIF3I	NAA50
EIF3CL	VCP
EIF3CL	RPL18A
EIF3CL	HGS
EIF2B5	POMP
EIF2B1	TUBGCP4
EIF2B1	GTF2E2
EGLN2	LCE1B
ECT2L	TIPIN
ECSIT	POLG2
ECD	GINS4
EARS2	LIPT2
DSCC1	FEN1
DRICH1	RPL35A
DRICH1	MPPE1
DPH6	TAMM41
DPH6	METTL1
DNLZ	MTG2
DNLZ	MRPS16
DNAJC30	MOK
DNAJC2	YEATS2
DNAJC11	TMEM11
DLX3	TRMT12
DLST	TKT
DLD	TARS2
DLD	RPIA
DLD	PTCD3
DIEXF	LSM10
DHX30	MFN2
DHX15	OR8D1
DHPS	MTG2
DHFR2	PAICS
DHFR	IPPK
DGCR8	SNRNP35
DGCR8	RPP38
ESS2	TAF1A
DEXI	HIST1H2BJ
DEXI	HERC2
DEF8	SLC25A25
DDX55	PES1
DDX54	UFC1
DDX54	SSBP1
DDX54	GABPB1
DDX39B	SUGP1
DDX20	SNAPC4
DDX18	PRAMEF17
DCTN1	OR5H1
CYP3A5	UBN2
CYHR1	PMEPA1
CYFIP1	ZNF254
CYFIP1	LRRC28
CYCS	MINOS1
CYC1	PAICS
CTR9	TIPIN
CTNNB1	GATA6
CTDP1	LRRC28
CTDP1	LMAN2
CTDP1	DHDDS
CTDP1	DDX20
CTC1	LSM6
CTAGE9	CYFIP1
CTAGE1	NPM1
CTAGE15	PPY
CTAGE15	EIF2B1
CTAGE15	EGLN2
CTAGE15	DCTN1
CSE1L	TUBGCP3
CSE1L	HAUS2
CRKL	TEAD1
CR1L	UPF3A
CPQ	TMA16
CPQ	RTEL1
CPQ	POLR1B
CPQ	NT5C3B
CPNE3	RNF146
COX7C	RNASEH1
COX6A1	UQCR10
COX6A1	MRPS12
COX6A1	MRPL15
COX6A1	FECH
COX6A1	DARS2
COX20	UROS
COX20	POLRMT
COX10	RCC1L
COQ6	MRPL4
COQ5	MRPS9
COQ4	NDUFA13
COPZ1	POMP
COPS3	PREB
COPS3	FARSA
COPS3	DIEXF
COPB2	TNNT1
COPB2	TAF2
COPB2	INTS2
COL11A2	POTEG
COASY	SDHC
COASY	DHFR
CNN2	SNRPF
CNIH4	PFDN2
CNIH4	GTF3C2
CLUH	MRPL28
CLUH	IBA57
CLPP	NDUFC1
CLPP	MRPL1
CLP1	SLC7A8
CLNS1A	NUF2
CLDND1	SMR3B
CIAO1	TRMT5
CIAO1	FAM96B
CHEK1	ZNF273
CHEK1	SRP54
CHEK1	SPDYE3
CHCHD4	MRPL52
CHCHD1	NDUFAF3
CEP68	SDHAF2
CEP120	CEP152
CENPN	PREB
CENPN	MRGPRE
CENPL	RFC5
CENPL	PRPF4B
CENPL	PGGT1B
CENPH	ZMAT2
CDIPT	MRPL20
CDC73	LIN52
CDC73	DHX38
CDAN1	MRPS7
CDAN1	METTL17
CCT8	RANGAP1
CCT8	PTP4A3
CCT8	NUCKS1
CCT8	MRGPRG
CCT6A	TBCD
CCT6A	SGO1
CCT6A	OR6F1
CCT3	TUBA1C
CCT3	NUDT21
CCT2	CTR9
CCNT2	OR5AS1
CCDC51	STARD7
CCDC159	PRSS50
CCDC115	FARS2
CCDC106	FEM1A
CBX1	PLEKHG3
CBLN3	SKP1
CARS	SYT1
CARS	NAT10
CARS2	TOMM20
CARS2	ROMO1
CAD	TYMS
CA5A	SSBP3
C9orf78	ZBTB8OS
C8orf76	MIEN1
C8orf59	NUCKS1
C7orf26	UBE2I
NEPRO	RPP40
C2orf68	EID2
C1orf109	FARS2
C1orf100	LAMB3
C19orf70	MRPL39
TIMM29	PTPMT1
C15orf41	IMMT
C12orf76	POLE
C12orf76	OR6F1
C12orf76	NUMBL
C12orf65	NDUFA5
BUB3	DHX33
BNIP1	SUPT16H
BICD1	TDG
BDH2	RNF138
BCS1L	UMPS
BCS1L	TOMM70
BANF1	TNNT1
BANF1	PLRG1
BANF1	DSCR4
B3GNT4	TICAM2
AURKB	SELENOP
AURKB	DCTN1
AURKAIP1	TOMM70
AURKAIP1	ISCA1
ATXN10	TRAPPC3
ATXN10	TOM1L2
ATXN10	RPA3
ATXN10	PSMA1
ATPAF2	NDUFS8
ATPAF2	NDUFA10
ATPAF2	MRPL24
ATP6V1C1	CCDC93
DMAC2	NDUFA4
DMAC2	ERAL1
ATP5PO	MRPL44
ATP5PO	COX19
ATP5MG	IMMT
ATP5F1E	MTO1
ATP5F1E	MRPL27
ATP5F1D	RCC1L
ATP5F1C	MTO1
ATP5F1A	COQ4
ASAH2B	RFPL4A
ASAH2B	POLR2H
ASAH2B	DDX20
ARRB1	ZNF207
ARRB1	RANGAP1
ARPC3	HSBP1
ARID3A	RCC1
ARID3A	PPIE
ARID3A	LMAN2
AP2M1	UROD
ANKRD49	HUS1
ANAPC1	SLC35G6
ANAPC1	PPP1R7
ANAPC10	POLR1A
ANAPC10	CWC22
AMD1	PGD
ALX4	FGF19
ALX3	RANGAP1
ALG9	NUP54
ALG8	RTCB
ALG2	CCDC59
ALG1L	OR7A17
ALG1L	NPM1
ALG1L	CLDND1
ALG11	LRRC28
ALG11	KRT13
ALG11	EXOSC5
ALAD	SDHA
ALAD	MTG1
AKIRIN2	RBM42
AK6	DHX33
AIDA	ZSCAN20
AIDA	PREB
AIDA	NUMBL
AGAP6	NUF2
AGAP6	LCE1A
AGAP6	CTAGE1
AGAP5	LYZL4
ADAT3	SLC25A26
ADAT2	SSBP1
ADAT2	MNAT1
ADAT2	CTU1
ACTR3	TIPIN
ACTR3	GOLGA8N
ACTR3	CENPL
ACTR10	CDC23
ACTR10	BTF3
ABCC3	ZNF559
AASDHPPT	ELP5
AARS2	RPIA
AARS2	KDM8
ZBTB8OS	ZCCHC9
VPS18	VPS35
USP5	ZNF14
USP39	XRCC5
TRIO	TULP4
TRIM49B	ZNF431
TNNT1	WDR70
TIMM13	TIMM17A
TIMM10	TRUB2
THOC1	TTC1
TFIP11	USP39
TFAM	UQCC1
TEFM	WARS2
ELOC	WDR86
TBC1D3H	UBA52
TARS2	UROS
SYT1	VN1R2
SYNPO2L	SYT15
ST13	UQCRH
SRP9	TXNL4B
SRP68	TOP1
SRF	TAF1A
SPRTN	WDR70
SPHAR	USP17L5
SPHAR	TXNL4B
SPHAR	TSACC
SNRPD1	ZFP90
SNRNP35	UBA3
SNAPC4	SNRPD1
SMPD3	TNF
SMC6	SSB
SLFN13	TATDN3
SLC7A8	SNRPD1
SLC39A5	WDR70
SLC38A7	TEX29
SLC30A9	TRMT10C
SLC25A51	TEFM
SHQ1	TAMM41
SH3RF2	U2AF1
SF1	SRP54
SET	U2AF1
SET	TMEM64
SDHB	TMX2
SDAD1	TRNT1
SAMM50	TXNL4B
SACM1L	SYT1
RTCB	WDR33
RTCB	TRMT5
RRP36	WDR55
RPTOR	SRP54
RPS21	WDR70
RPL39L	SLC7A8
RPL36AL	ELOC
ROMO1	SLC25A26
RNF5	USP17L5
RIPK3	USP39
RHEB	TRAPPC3
RHEB	SKA3
RGP1	VPS51
RFFL	ZNF169
RFC4	TTK
RBM22	TPRKB
RARS2	UQCC1
RARRES2	SLC9B1
RAP1A	UBE2I
RAD52	UTP6
RABGGTB	TXNL4B
RABGGTB	SACM1L
PSME2	TYRO3
PSMD14	USP5
PSMD13	RPF2
PSMC4	SEC61G
PSMC1	SF3B3
PSMC1	RARRES2
PSMB7	RFPL4A
PSMA5	RTFDC1
PSMA4	ZCCHC9
PSMA2	TOM1L2
PSG8	SPDYE1
PRSS50	WBP1L
PRR30	RIPK3
PRPF38A	STRN
PRPF19	SYT1
PRAMEF17	SKA3
PRAC1	RNF19A
PPIE	WTAP
PPARGC1B	RPL41
POU5F1B	YARS
POP7	TELO2
POP5	TUBE1
POP4	TRMT61A
POMP	SPDL1
POLR3F	VCP
POLR3F	RFC5
POLR3D	THOC1
POLR2G	WTAP
POLR2G	PSMB7
POLR2A	SNRPF
POLR1B	PTP4A3
PLRG1	TIPIN
PKN2	TRIO
PKM	TTC4
PICALM	PPP2R3C
PHF5A	PRPF6
PFKFB4	RPL23
PES1	SET
PELP1	WDR55
PDSS2	TBRG4
PDE12	TOMM70
PDCL3	TTK
PDCL3	RPL5
PCDH1	PPIL2
PARS2	WDR18
PARN	POP4
PARD6B	PAX8
PALB2	RNF168
OR8D1	SNAPC4
OR7D4	ZNF273
OR7D4	TIGD1
OR5K2	SPDL1
OR5H1	UBA52
OR4C16	ZNF254
OR2T33	TOP1
OR2T33	SAA2
OR2T33	RNF5
OR2T27	UBE2Q2L
OR1J4	PRPF6
OR1J1	PSMA1
OR10Z1	TOP1
OR10Z1	TNNT1
OR10Z1	SNRNP200
OGDH	PET117
NUTF2	RPS17
NUP160	PSMD8
NUP153	TPR
NUMBL	WDR70
NUMBL	RPF2
NUMBL	PHF5A
NUF2	PCID2
NUDT4	PDE1C
NUCKS1	OR4C16
NUCB1	PRPF6
NT5C3B	NUMBL
NSA2	UPF1
NPM1	RIPK3
NPIPA5	TIPIN
NPIPA5	SPRTN
NPIPA5	RABGGTB
NPAT	PCF11
NOP9	ZNHIT3
NOL11	USP17L5
NME6	RPUSD3
NHP2	TRMT112
NGDN	POTEH
NFYB	STRN
NEDD8	RNF5
NDUFS8	NME6
NDUFS5	TEFM
NDUFS1	TEFM
NDUFB3	POLG2
NDUFB2	ZBTB11
NDUFAF3	ZBTB11
NDUFA11	ZBTB11
NBPF3	TMED8
NBEAL1	RNF5
NARS	SNRNP35
NARS	PPIL2
NARS	PPIE
NAF1	TTI2
MYOM3	SLC44A3
MYB	STMN1
MYADM	UBC
MVK	UGP2
MTRNR2L6	PRAMEF17
MTHFD1	PPCS
MTG2	TRMT61A
MTG2	RAD50
MTG1	UQCC2
MTG1	TRIT1
MTCH2	ROMO1
MTBP	ZNF382
MRPS6	TRIT1
MRPS30	SLC25A51
MRPS26	MTRF1L
MRPS17	REXO2
MRPS16	PITRM1
MRPS14	TRIAP1
MRPS12	RPP21
MRPL51	SURF1
MRPL48	TBRG4
MRPL46	RPIA
MRPL45	SDHA
MRPL3	TIMM13
MRPL35	NDUFA3
MRPL34	RPP21
MRPL32	OXSM
MRPL22	NDUFAF6
MRPL1	TUFM
MRPL1	MRPS25
MRGPRE	ZNF169
MRGPRE	SH3RF2
MRGPRE	OR4C6
MRE11	RRP1
MRE11	NHEJ1
MMS19	NDOR1
MKRN1	ZNF658
MKNK1	USP5
MIS12	RHEB
MIS12	PREB
MIS12	NAA50
MINOS1	NDUFA11
MED9	TADA3
MED31	STX12
MECR	NOA1
MDM4	TUBE1
MBTPS1	WRB
LYPLA1	SDC3
LURAP1L	PRPF38A
LURAP1L	MOG
LTV1	TAF2
LSM7	ZFP90
LSM6	LSM8
LSM5	ZCRB1
LSM5	SRMS
LSM4	RFC5
LRRC37A	MRGPRE
LRRC37A3	STAT5A
LRRC37A2	MIS12
LIPT2	SDHB
LIPT1	SSBP1
LIN52	RGPD4
LIAS	SLC25A26
LIAS	PPCDC
LIAS	MTPAP
LIAS	MRPL37
LCE1B	VCP
LCE1B	RGPD2
LCE1B	PLEKHG3
LCE1B	PDRG1
LCE1B	MED7
LCE1A	RRAGD
LCE1A	RHEB
KRTAP5-7	TRPV3
KRTAP5-3	NEDD8
KRTAP5-1	RPS7
KLHDC8A	MXRA7
KDM8	MRPS17
KCNC3	RPL18A
KARS	OR5H1
ITGB7	SYT1
ISCU	SPATA31A7
ISCU	RPTOR
IQCE	SET
INTS9	SRP68
INTS9	SMU1
INTS2	TTC30A
INTS1	TUBGCP2
INMT	SLC29A4
IMP4	TRMT61A
IMMT	MRPS34
IMMT	MRPS22
IMMT	METTL17
IL12RB2	USP6
MRPL58	NDUFS3
MRPL58	MFN2
IARS	PSMC1
IARS	MCM6
IARS	LCE1A
HUS1	MRPS34
HOXC10	SAP30BP
HNRNPL	SUPT16H
HNRNPL	RABGGTB
HNRNPK	RNF14
HNRNPK	PRAMEF17
HMGCS1	LARS
HMGA1	TDGF1
HMGA1	PEF1
HMBS	NFU1
HMBS	MRPS18A
HIST1H2BB	LSM10
HIST1H2AH	HIST2H2BF
HARS	TTK
HARS	POMP
HARS	NSA2
HAPLN2	NPL
HADHA	TPRKB
H2AFZ	KANSL2
GUCA2A	RRAGD
GTF3C6	PGS1
GTF3C4	PKM
GTF3C4	MMS19
GTF3C2	RANGAP1
GTF2I	TRIP6
GTF2H5	SOX10
GTF2H3	RABGGTB
GTF2H3	PSMC4
GTF2H3	NPIPA5
GTF2F1	WSCD2
GTF2F1	MAD2L1
GTF2E2	TRAPPC11
GRHL2	RAB10
GRAMD1A	TNFAIP2
GPR61	PCSK9
GPR17	SRP68
GPR137	SMR3B
GOLGA8N	PES1
GNPDA2	OR4K1
GNB1L	TOMM70
GINS4	MED20
GGPS1	PDCL3
GFPT1	RPE
GFM1	UQCC3
GEMIN7	TRMT61A
GCSH	UQCRFS1
GBF1	MED20
GAPDH	SSB
GALP	SPDYE1
GALP	RAC1
GADD45GIP1	HSPA14
GABPA	RTTN
FXN	TELO2
FXN	NUBP2
FTSJ3	VEZT
FOXA1	GRHL2
FLI1	SPI1
FH	MRPL18
FGF10	NUP153
FEM1A	RIPK3
FECH	MYB
FECH	MTERF3
FDXR	TTI1
FDXR	LSM11
FDX1	MIPEP
FARS2	MPV17L2
FANCA	MDM4
FAM91A1	IMPA1
FAM35A	ZNF85
FAM35A	POMP
FAM25A	LCE1A
FAM229A	MIEF2
FAM207A	TRABD
FAM200B	RNF139
ERAL1	HMBS
ERAL1	HIGD2A
ENGASE	NGFR
ELP4	KTI12
ELP2	TPI1
EIF5B	RPL18A
EIF5B	KRTAP5-3
EIF4E	RPF2
EIF4A3	PDRG1
EIF3CL	SPRTN
EIF2B2	KRT18
EIF2B1	RHEB
EIF2B1	PHF5A
EHF	SCFD2
EFTUD2	POTEG
EED	MRPS14
ECD	PCDH1
EARS2	TOMM20
DUXA	MPPE1
DSN1	ZBTB8OS
DSN1	PSMD11
DSCR4	MED4
DPPA3	SPDYE1
DPPA2	FAM183A
DPH2	SRFBP1
DOHH	LSM10
DNLZ	MRPS35
DNAJC17	HMGN2
DLG1	SNRNP200
DLD	MTERF4
DHPS	MRPL44
DHPS	MRPL16
DHODH	UQCRC1
DHFR	PGM3
DGKE	LGALS3BP
ESS2	TICAM2
ESS2	PSMC4
DENND2C	TPRKB
DEK	ZNF468
DEK	NUP160
DDX55	UBA3
DDX54	TRAPPC3
DCST1	KIF21B
DCPS	PWP2
DAP3	NAA35
DAP3	FAM35A
CYFIP1	TUBGCP4
CYFIP1	PNISR
CXCL1	OR1D2
CXADR	TJP1
CWC27	NAPA
CWC25	KRTAP5-3
CWC22	PSMA2
CTR9	DCTN4
CTDP1	GOSR2
CTAGE9	TICAM2
CTAGE15	USP17L5
CTAGE15	RRAGD
CSF2	RARRES2
CSE1L	FCF1
CRLS1	MRPS17
CPSF3	SACM1L
CPQ	RPL18
CPQ	METTL16
CPOX	UMPS
COX6B1	UROD
COX6B1	MINOS1
COX6A1	FARS2
COX5A	MRPL45
COX20	MRPS33
COX17	MRPL23
COX10	UROD
COQ7	TOMM70
COQ6	MRPL33
COQ6	MRPL32
COQ5	SLC25A3
COQ5	NSUN4
COQ5	LIG3
COQ2	LIAS
COPZ1	IARS
COPB2	TIPIN
COPB2	RPA1
COPB2	KCNC3
COA3	GTPBP3
CNN2	PLEKHG3
CNN2	HMGN1
CLUH	MTERF4
CLPP	TRMT10C
CLP1	UBTF
CLNS1A	MAD2L1
CKAP5	SNRPG
CINP	DPH5
CIAO1	NSUN4
CIAO1	MRPL47
CHTF8	TRAIP
CHGA	TAF2
CHGA	RPF2
CHGA	ECD
CHGA	CLP1
CHEK1	LTV1
CHCHD4	TXNL4B
CEP55	ORC5
CEP120	SDAD1
CEP120	ORC3
CEBPZ	ZNF85
CEBPZ	URB2
CDIPT	NAE1
CDC73	RANGAP1
CDC73	EIF3CL
CCT8	RPS23
CCT7	SNRNP35
CCT7	KRT18
CCT6A	ZNF254
CCT6A	MED22
CCT2	PSMC4
CCT2	LARS
CCT2	EIF3CL
CCNK	TOP3A
CCL16	USP17L5
CCL16	LSM10
CCDC59	ATP5MD
CCDC159	TICAM2
CCDC159	NT5C3B
CCDC115	MRPL55
CCDC115	COG5
CCDC115	CIAO1
CCDC114	IFITM2
CBX1	OR10Z1
CARS	LSM10
CAPRIN2	PCDH1
CAND1	COPS5
SPOUT1	LSM5
SPOUT1	LCE3C
C8orf76	PARP10
FNDC11	RALY
C1QBP	PTPMT1
C1orf54	KIF21B
C1orf52	LURAP1
C1orf216	POLR1B
C1orf109	PPA1
C1orf109	MRPS9
C1orf109	MNAT1
C1orf109	GTPBP10
C19orf25	UBALD1
C19orf12	PPY
C19orf12	CNN2
NDUFAF8	PARS2
NDUFAF8	MRPL51
NDUFAF8	MRPL13
NDUFAF8	COX6A1
RTRAF	WRB
RTRAF	URM1
C12orf76	SGO1
C12orf76	FARSA
C12orf76	CCT6A
C12orf65	SUPV3L1
C12orf65	RARS2
C12orf65	MRPS21
C11orf65	SLC38A11
JHY	KCNG1
BOD1L1	RHBDL1
BNIP1	FOXD4L5
AURKB	CPQ
ATPAF2	COQ4
ATP6V1D	KCNE2
ATP6V1C1	HGS
ATP6V1C1	CHGA
ATP6V1C1	CCDC58
DMAC2	OXSM
DMAC2	MRPL52
ATP5MG	PPA2
ATP5ME	OXSM
ATP5PD	RMND1
ATP5PD	MRPL57
ATP5MC1	UBE2O
ATP5MC1	HID1
ATP5F1E	PYURF
ATP5F1D	UQCRC1
ATP5F1A	MRPL33
ASAH2B	MYADM
ASAH2B	ERH
ARPC4	RPS17
ARPC4	RAD52
ARPC4	GRAMD1A
ARPC2	ITGAV
ARPC2	GABARAP
ARID3A	CWC25
ARGLU1	ZNF382
ARCN1	PSMA1
AQR	NUP160
ANKRD40	SPHK1
ANAPC4	AQR
ANAPC1	SACM1L
ANAPC1	PSMC1
AMD1	PPAT
AMD1	ATIC
ALX3	WSCD2
ALG8	URM1
ALG8	B3GNT5
ALG1L	FMO1
ALG1L	EEF1B2
ALG11	ATP6V1E1
AK6	TRMT112
AK4	CEP131
AIDA	RPL3
AIDA	RNASEK
AGBL4	PREB
AGBL4	NEDD8
AGAP5	OR1J4
AGAP5	NPM1
ADPRHL2	FAM69A
ADAT3	TOP3A
ADAT3	ELP2
ADAT2	ORC3
ADAT2	GLMN
ACTR6	THG1L
ACTR6	LSM5
ACTR10	GOLT1B
ABHD13	DCUN1D1
ABCE1	NSF
AASDHPPT	GTPBP10
AARS2	WDR4
ZNF202	ZNF692
ZMAT2	ZNF728
WSCD2	ZNF85
WSCD2	ZNF202
WBP1L	ZNF202
UTP6	XRCC5
USP39	ZNF254
UQCRC1	YME1L1
UMPS	UQCRFS1
TUBGCP3	WDR70
TUBB3	USP39
TUBA3D	ZBTB4
TRAPPC3	TUBGCP2
TOMM70	UQCR10
TIGD1	TRPV3
TARS	YARS
SRPRB	TBCC
SRP68	TFIP11
SRCAP	VPS72
SPDL1	ZC3H8
SNRPG	USP17L10
SNRNP35	TIPIN
SNAPC4	ZNF202
SNAPC4	TRAPPC3
SMU1	UBA52
SMPD3	U2AF1
SMPD3	TBC1D3H
SLC4A5	SSBP3
SLC4A5	SLC16A5
SLC35G6	USP17L10
SKA3	TRAPPC3
SHARPIN	WISP2
SGO1	VPS28
SF3B6	UBA52
SF3B6	SRP9
SF3B6	SLC39A5
SDAD1	SPATA31A7
SCAND1	VAPB
SART3	TRAPPC11
SART3	SH3RF2
SARS	SYT1
RPUSD3	SFXN4
RPL5	TBCD
RPL36AL	SMR3B
RPL35A	TUBA4A
RPL13A	TBC1D3C
MRM3	TACO1
RNF19A	SNAPC3
RNASEH2A	SARS2
RIC1	VPS53
RFC5	TNFAIP2
RBFA	TIMM13
RARS	SEC61G
RARS	RPS23
RARRES2	SNRPG
RANGAP1	ZBTB8OS
RAD54L	SLC44A3
RAD50	UBA3
RAD50	RPP21
RABGGTB	TICAM2
RABGGTB	RTFDC1
RABGGTB	RPS17
RABGGTB	RHEB
PYURF	SUPV3L1
PWP1	ZNF622
PSMB7	SNRPD3
PSMA2	TRIM49B
PSMA1	RFC4
PRRC2C	ZNF99
PRPF6	TOM1L2
PRPF38A	ZNF680
PRAMEF17	SLC38A7
PPM1D	RPL6
PPIE	SNRNP35
POU5F1B	SNRPF
POTEG	VN1R2
POM121	SMC6
POLR3F	TRAPPC5
POLR3A	RANGAP1
POLR2H	TTC1
POLR2E	TPP2
PNISR	WDR33
PLRG1	POLE
PLEKHG3	SF3B6
PISD	PLEKHG3
PGS1	PNPT1
PGD	PKM
PEX12	TRPM7
PES1	TPM2
PDRG1	SH3RF2
PDRG1	PSMA1
PCDH1	ZBTB4
PCDH1	TLN1
ORC5	VRK1
ORC5	TAF2
OR8D1	SNRPD1
OR8D1	PSMD8
OR6F1	OR7D4
OR5H1	RAD51
OR4C6	PCDH1
OR2T33	TOM1L2
OR2M3	PSMA5
