GENEA	GENEB
ARPC4	MPRIP
ARPC4	AURKB
ARPC2	LTV1
ARL8B	VPS33A
ARID3A	OR5K2
ARID3A	GOLGA6D
ARID3A	CCT6A
ANGEL1	PRAMEF17
ANAPC4	SNAPC4
ANAPC4	POTEG
ANAPC2	RGPD4
ANAPC11	NSRP1
ANAPC10	LSM4
ANAPC10	EIF4E
ALX4	ANO1
ALX3	MCM6
ALG11	NGDN
ALAD	COX14
ALAD	BCS1L
AKIRIN2	NPAT
AHCTF1	WSCD2
AGBL4	ZNF559
AGBL4	SRRM1
AGBL4	CYFIP1
AGAP5	RPL39L
AGAP5	PCDH1
ADSL	TYMS
ADAT3	WDR55
ADAT2	CTU2
ADAT2	TIMM29
ACTR3	TRMT5
ACTR2	ALG5
ABCE1	OR13D1
AASDHPPT	SSBP1
AASDHPPT	MRPS2
AASDHPPT	MRPL17
AASDHPPT	ACTR6
ZCCHC9	ZNF382
WDR70	ZBTB8OS
VPS29	VPS39
USP39	INTS14
UQCR10	ZBTB11
UBL5	USP39
UBE2I	VEZT
TXNL4B	YARS
TRUB2	UROS
TRMT10C	YME1L1
TRAPPC3	TRPV3
TLN1	TRAPPC11
TBRG4	UQCC1
SUPT3H	USPL1
STX5	TRAPPC11
SRP54	TBC1D3H
SPDYE1	WDR86
SPATA5	SPATA5L1
SPATA5L1	WDR18
SNRPD3	ZNF85
SMG8	SMG9
SMC6	WDR55
SMARCD1	TAF5L
SMARCC1	SMARCE1
SLC39A5	TBC1D3C
SLC29A4	SPDYE1
SLC16A5	ZNF692
SKA3	YARS
SKA3	SPDL1
SKA3	SKP1
SF3B6	XAB2
SF3B6	UBE2I
SF3A1	SMU1
RPS2	ZNF720
RPS21	UTP6
RPL36AL	SLC25A25
RPAP3	RPL5
RPA3	RPF2
RPA1	SPDL1
RNF14	TIGD1
RIPK3	SSBP3
RFC4	ZNF431
RCC1	TOM1L2
RBM38	SCAND1
RAP1B	SDAD1
RANGAP1	UBA52
RANGAP1	SSU72
RANGAP1	RPF2
RAD51	SLC16A5
RABGGTB	TAF1A
RABGGTA	RARS
PYURF	YARS2
PXN	VCL
PWP2	ZBTB8OS
PSMC1	XAB2
PSMB2	SRP9
PSMA6	UBA52
PSMA6	SKP1
PSMA6	PSMC4
PSMA1	UBE2I
PRRC2C	TAS2R10
PRRC2C	SULT1E1
PRR30	SPDYE1
PRPF4B	TTF1
PRIM1	UBL5
PPY	RND1
PPP1R3E	TRIM9
PPM1G	TERF1
POU5F1B	PSMA6
POTEC	SRP54
POLR3F	TRNT1
POLR3B	RTFDC1
POLR3A	PRIM1
POLR2K	WDR70
POLR2G	TAF1A
POLR2A	VPS28
POLR1A	ELOC
POLG2	ZBTB11
POLE4	RNASEH2B
PNPT1	SLC25A51
PNISR	TIMM9
PLEKHG3	TBC1D3H
PLEC	SLC26A7
PKN2	ZSCAN20
PIGH	PIGM
PHF5A	ZNF85
PHF5A	XAB2
PHF5A	TBCD
PGGT1B	SRP9
PDXDC1	RNF19A
PDRG1	TRNT1
PDRG1	SRP68
PDLIM7	PPP4C
PDCL	PKN2
PCID2	YARS
PCDH1	SLC39A5
ORC5	UBA3
ORC4	ZNF676
ORC4	WEE1
ORC4	PNISR
OR6F1	SLC39A5
OR6F1	RNF5
OR6F1	POTEG
OR5K2	USP5
OR5K2	TUBB3
OR5H1	UBXN4
OR5AS1	UBA6
OR2T33	TBC1D3C
OR2M3	TTC30A
OR1J4	TTC30A
OR1J1	ZNF468
OR1J1	ZNF207
OR1J1	SF3A1
OR1D2	RNF14
OR13D1	SMR3B
OR10Z1	RNF5
NUTM2A	PRR30
NUTF2	RAD52
NUTF2	PPIL2
NUP35	SGO1
NUP160	OR1J4
NUP153	ZNF407
NUF2	RARRES2
NUDT21	WDR70
NUCKS1	POLR1B
NTAN1	PSME2
NSUN5	UFSP1
NSUN4	SLC25A51
NSA2	TNFAIP2
NPM1	PRAMEF17
NPM1	POLR1B
NPIPA5	ZBTB8OS
NPIPA5	INTS14
NIPAL2	RAB4A
NHP2	TP53RK
NGDN	SEC13
NELFB	PAK1IP1
NDUFV1	SLC25A3
NDUFS8	SDHB
NDUFS1	UQCC2
NDUFB9	SDHA
NDUFB6	NSUN4
NDUFB10	TUFM
NDUFAF6	TUFM
NDUFAF4	OXSM
NDUFA9	RNASEH1
NDUFA6	OXSM
NDUFA11	TOMM70
NDUFA11	TEFM
NCAPH	NGDN
NBEAL1	ZNF273
NBEAL1	SNRPD1
NBEAL1	POLE
NARS	TRAPPC11
N6AMT1	TFB2M
MYADM	PPIE
MTRNR2L1	RPF2
MTG2	UROS
MTG2	ROMO1
MTERF3	RAD50
MTBP	VPS28
MRPS7	RAD50
MRPS6	SURF1
MRPS5	PUS1
MRPS23	SDHC
MRPS23	NDUFV1
MRPS18A	PET100
MRPS14	TRMT61A
MRPS11	OPA1
MRPL57	UQCC2
MRPL50	TEFM
MRPL48	ROMO1
MRPL43	PUS1
MRPL33	N6AMT1
MRPL2	OXSM
MRPL17	PGS1
MRPL12	NDUFA13
MRGPRG	RPL39L
MRGPRE	TRAPPC3
MRGPRE	SRMS
MRE11	RAD51B
MPV17L2	SCO2
MPI	PMM2
MMP10	PRAMEF17
MKNK1	RNF14
MKNK1	OR7D4
MIS12	POLR3C
MIPEP	RPP21
MIPEP	RAD51D
MFN2	NDUFA3
METTL17	UQCC3
METTL14	SDAD1
MED4	NPM1
MED27	UTP6
MED20	NOL12
MCM6	ZNF382
MCM6	PSMC4
MAK16	POLR1B
MAD2L1	TOM1L2
MAD2L1	RPS17
LYRM4	TRMT61A
LURAP1	MYOM3
LTV1	RGPD4
LSM6	NUTF2
LSM5	MTRNR2L1
LSM5	MED18
LSM10	ZNF202
LSM10	RPS23
LRPPRC	SOD2
LMAN2	TRIP6
LMAN2	SNRPF
LMAN2	RANGAP1
LIPT2	RARS2
LIN9	RAD52
LIN52	PLRG1
LIAS	TARS2
LIAS	SDHD
LIAS	MRPL10
LGALS9B	NUCB1
LETM1	MRPL33
LCE3C	RIPK3
LCE1B	UPF1
LCE1A	ZBTB8OS
LCE1A	RPS10
LARS	OR4D9
LARS	OR2T33
LARS2	SDHA
LARS2	MECR
KRTAP9-9	RGPD4
KRTAP5-3	POLR1B
KRT18	ZCCHC9
KRT13	RAD51
KPNB1	POLR2E
KCNC3	TPP2
KCNC3	POLE
KARS	OR2T33
JAZF1	KCNC3
IST1	POLR2G
ISCU	RIPK3
ISCA1	MRPS31
IQCF1	NFKBIE
INTS8	TTK
INTS8	MED4
INTS2	MED31
IMMT	NDUFA13
IMMT	MRPS27
IDI2	RPL23A
IDI2	IYD
IDH3A	YRDC
MRPL58	TRIT1
HUS1	MARS2
HSPA14	SSBP1
HSCB	RRP1
HOXC10	LIPM
HNRNPL	SGO1
HNRNPL	PWP2
HNRNPL	NAA50
HNRNPK	ZNF830
HNRNPA3	TTK
HNRNPA3	PCDH1
HMGB1	LCE1A
HIST1H2AJ	TBC1D3H
HGS	OR4A5
HGF	ZNF254
HGF	SNRPG
HGF	KRTAP5-3
HAUS2	WDR61
HAUS2	PSMA2
HAPLN2	ZNF692
H2AFX	HIST1H2BN
GUK1	MRPS33
GTPBP3	LRPPRC
GTPBP10	RAD50
GTF3C4	WDR4
GTF3C2	RPLP2
GTF2H3	PGGT1B
GTF2E2	POLR2G
GSDMB	HNF4G
GSDMA	TNF
GSDMA	SRP54
GRSF1	ISCA1
GRB7	KCNC3
GRAMD1A	RARRES2
GPR142	PLEKHM1
GPN3	GTF2F2
GPN1	REV1
GOLT1B	USP17L10
GOLT1B	TRAPPC13
GOLGA8R	MPHOSPH6
GOLGA8N	SUPT16H
GOLGA8N	NEDD8
GOLGA7	KEAP1
GOLGA6L1	PDE4DIP
GOLGA6D	WDR33
GNB1L	TTI1
GNB1L	TRIAP1
GINS4	NCAPH
GGT7	RGS19
GGPS1	PSMC4
GGPS1	PDRG1
GCSH	NDUFV2
GBF1	RGPD4
GBF1	POLE
GATC	TIMM10
GAS2L2	TTBK1
GAS2L2	TMSB10
GAR1	PFDN1
GALP	SMPD3
G2E3	TPRKB
FTH1	IGSF3
FRS2	UBALD1
FOXD4L5	SAMM50
FOXA1	ZNF652
FOXA1	MTSS1
FKBPL	NARS2
FGF10	PPM1E
FECH	POLG2
FECH	GATC
FDXR	PITRM1
FDX1	MRPS7
FCF1	RPL35A
FASTKD5	MRPL27
FARSA	PNISR
FARS2	UQCC3
FAM69A	PTCH2
MINDY2	IDI2
FAM200B	UBE2J2
EXT2	XYLT2
EXT1	GRB2
EXOSC9	UBAP1
EXOSC9	NPIPA5
EXOSC5	TOM1L2
EXOSC5	NPIPA5
EXOC7	SMR3B
EVA1C	SLC16A5
ETFB	PPARGC1B
ETFB	OR7A10
ETFB	NSF
ERH	ZNF85
ERCC3	MCRS1
EPN3	OR7A10
EPN3	MOG
ELP5	HYOU1
ELMO2	PHACTR4
EIF4B	OR6F1
EIF4A3	PSMA3
EIF4A3	OR7A10
EIF4A3	ITGAV
EIF3CL	TSPYL5
EIF3CL	NGDN
EIF2B5	VPS28
EIF2B1	FAM35A
EGLN2	TBC1D3C
EFTUD2	PSD4
EFTUD2	NUP160
EEF1B2	KLHDC8A
ECSIT	UQCC2
ECSIT	NDUFA4
ECM1	KIF21B
DYNC1H1	SUPT16H
DYNC1H1	LSM6
DUXA	SLC9B1
DSCR4	POMP
DPPA3	METTL15
DPH5	MRPL48
DNLZ	MRPL55
DNLZ	MRPL48
DNAJC17	VPS28
DNAJC17	NUCB1
DNAJC11	MRPL21
DNAJC11	MRPL17
DLST	MRPS33
DLG5	RAC1
DLD	NDUFA9
DHX30	NDUFS3
DHX15	PRAMEF17
DHX15	INTS2
DHPS	NARS2
ESS2	TRAPPC3
DEK	HGF
DEF8	LCE1B
DEF8	GAPDH
DDX55	SPATA31A7
DDX55	PWP2
DDX55	GABPB1
DDX21	NCL
DCTN4	RANBP2
DCPS	TTC4
DCPS	MNAT1
DCPS	DOLK
DCPS	DNAJC11
DAP3	FECH
CYFIP1	SEC13
CYC1	NF2
CXCL14	PRAMEF17
CXCL14	MCM6
CWC27	PRIM1
CWC25	POLD1
CWC22	RTFDC1
CTR9	GINS4
CTAGE9	RGPD4
CTAGE15	SET
CRK	RHOG
COX6B1	TOMM70
COX5A	MRPL27
COX20	SLC25A26
COX19	PUS1
COX15	PYURF
COX15	FH
COX11	MCAT
COQ6	COX6C
COPZ1	WSCD2
COPZ1	MCM6
COPS3	RPL5
COPS3	MED20
COPS3	LCE3C
COPS2	POLR2G
COPS2	MED4
COPS2	GPN1
COPB2	USP39
COPB2	RNF5
COL14A1	FBXL20
COASY	LIPT1
CNIH4	OR6F1
CLP1	LSM6
CKAP5	TUBA1C
CIR1	UTP6
CIAO1	TTC4
CHORDC1	LETM1
CHGA	TXNL4B
CHGA	GALP
CHEK1	PSMA5
CHEK1	NPIPA5
CHCHD1	GRSF1
CFD	CNIH4
CEP68	VPS37C
CEP55	EIF5A
CEP120	METAP1
CENPN	PPIE
CDC73	COPS3
CDC6	CDC26
CDAN1	PET117
CCT7	PPIL2
CCT7	OR5H1
CCT6A	RPL30
CCT3	MYADM
CCT2	CENPL
CCT2	CDC73
CCNT2	NAA35
CCNK	LCE1A
CCNC	MED16
CCL16	PSMA2
CCDC78	IQCE
CCDC58	ZNF676
CCDC58	SLC35G6
CCDC159	TRNT1
CCDC159	RPS2
CCDC115	MRPS18C
CCDC115	MRPL49
CCDC115	EMC7
CBLN3	USP17L10
CBLN3	HIST1H2BB
CASS4	YWHAZ
KNL1	TAF1A
KNL1	LTV1
CARS	PSMD8
CARS	CENPN
CA5A	STX1B
C9orf78	ORC4
C9orf129	MOG
SPOUT1	NPIPA5
C8orf59	LCE1A
C7orf26	TIMM9
C7orf26	CENPL
C7orf25	GTPBP1
C2orf68	WHAMM
C2orf68	MTFP1
C1QBP	COQ5
C1orf216	PSMB7
C1orf109	NR2C2AP
C1orf109	MRPL33
C1D	ORC3
TRIR	GTF3C3
C19orf25	KDSR
C19orf12	PSMA2
C19orf12	CWC25
NDUFAF8	MRPL34
C12orf76	PNISR
C12orf76	ETFB
C12orf65	COX4I1
TWNK	PPP4C
BTF3	TICAM2
BTF3	PSMA2
BTF3	GABPB1
BRAF	SOX9
BNIP1	PSMB2
BET1	CENPJ
BCAS2	CDC6
BANF1	PRPF6
BANF1	NGDN
BANF1	CCT8
BAK1	TICAM2
BAD	ELMOD3
AURKB	GTF2H3
AURKAIP1	TXN2
AURKAIP1	MRPL1
ATR	GTF2F1
ATPAF2	PPA2
ATPAF2	COX19
ATP6V1C1	YARS
ATP6V1C1	USP17L5
ATP6V1C1	PSMA6
ATP6V1C1	NUCKS1
ATP6V0D1	RTFDC1
ATP6V0D1	ISCU
ATP5PD	NDUFA4
ATG9A	TRAF2
ATAD5	XRCC5
ATAD5	OCLM
ATAD5	FOXD4L5
ASNSD1	LST1
ASB4	CCT6A
ASAH2B	TRAPPC3
ASAH2B	PSMA5
ARRB1	TMED8
ARPC4	SPDYE3
ARPC4	DDX54
ARPC4	CPSF3
ARMC7	PTPMT1
ARL2	CENPN
ARL2BP	IYD
ARID3A	UTP6
ARID3A	GINS4
ARGLU1	ZNF407
AQR	GTF3C2
AP2S1	UROD
AP2M1	UMPS
AP2B1	FCHO2
ANKRD54	NFATC2
ANKRD52	DICER1
ANKRD18A	EIF5B
ANKLE2	KRT18
ANGEL1	TBC1D3H
ANGEL1	POU5F1B
ANGEL1	LMAN2
ANAPC2	ISCU
ANAPC1	HGF
ANAPC1	COPB2
ANAPC11	LRRC37A
ANAPC10	TNNT1
ALX3	RTFDC1
ALX3	EIF3CL
ALG8	TMEM165
ALG6	UFL1
ALG1	TRMT6
ALG1	FARSA
AKIRIN2	SRP19
AHCY	IDH3A
AHCTF1	ALG11
AGAP6	MAD2L1
AGAP6	CYFIP1
AGAP5	SPDYE1
AGAP5	SLC16A5
AGAP5	HNRNPA3
AFG3L2	DAP3
ADAT2	MOCS3
ADAT2	GTF2H4
ADAMTS7	FAM90A1
ACTR6	URM1
ACTR6	DDX1
ACTR10	ORC4
ABHD17A	OTOP1
ABCE1	KRT13
ABCC3	ZNF254
AASDHPPT	MRPL30
AASDHPPT	ELP6
ZFP90	ZNF273
VEZT	ZNF85
UMPS	UQCR10
TRPV3	ZCCHC9
TRMT6	WDR4
TRIM49B	TTC30A
TRAPPC3	XAB2
TPRKB	ZRANB2
TOP3A	WDR70
TOP1	ZBTB8OS
THOC1	ATP5MD
TFB1M	WDR18
TACO1	UQCRQ
SYT1	TUBA1A
SUPV3L1	TOMM70
SSB	URM1
SRP9	SUPT16H
SRMS	UBTF
SPHAR	UTP6
SPDL1	SUPT16H
SPATA31A6	ZNF169
SNRPG	UTP6
SNRPG	SPRTN
SNRPF	TOP1
SNRPD1	TBC1D3H
SNRNP35	SPATA31A7
SNAPC4	ZNF85
SNAPC2	SNAPC5
SMR3B	SNRNP35
SMPD3	ZBTB4
SMC6	TUBA1C
SLC38A11	TSACC
SLC35G6	UPF1
SLC16A5	TUBB3
SGO1	TUBGCP3
SF3B6	YARS
SF1	TRAPPC3
SET	USP39
SEC61G	TBCD
SAMM50	THG1L
RPS23	TXNL4B
RPS17	USP39
RPS17	SUPT16H
RPL36AL	TICAM2
RPL30	SRP9
RPL22	TP53BP1
RPL18	RPL26
RPL18A	TUBA3D
ROMO1	TTI2
RNF5	TUBA3D
RGPD4	SDAD1
REV1	ZNF720
REV1	SLC25A25
RBFA	SURF1
RBBP4	TUBE1
RAC1	USP39
RAC1	SF3B6
RAC1	RHEB
RABGGTB	UBE2I
PXN	RAPGEF1
PUS1	RPUSD3
PSME1	TNNT2
PSMD8	STRN
PSMC1	TUBB3
PSMA6	VPS28
PSMA4	UBTF
PSMA2	ZCCHC9
PRR30	SET
PRPF4B	TIPIN
PRPF4B	SKA1
PRPF4B	RTFDC1
PREB	TICAM2
PRAMEF17	TBC1D3C
PPY	TEX29
PPY	PSTPIP1
PPIL2	TNFAIP2
PPIL2	PSMA6
PPIAL4D	ZC3H11A
PPARGC1B	ZBTB7B
PPA2	THG1L
PPA2	SLC30A9
POU5F1B	SUPT16H
POU5F1B	SNRPD1
POMP	PSMD11
POLR3F	ZNF85
POLR3A	TUBA3D
POLR2E	PRIM1
POLR1B	RRP12
POLE2	POLE3
POLD2	RPA3
PNISR	TBCD
PMPCB	SRPRB
PKM	RAD50
PHF5A	ZNF273
PGS1	PMVK
PES1	PNISR
PDRG1	YARS
PDE12	ZBTB11
PDCL3	PSMC4
PDCL3	PPIE
OXSM	PDE12
OVOL2	SMR3B
OR8D1	SPDYE2
OR5K2	RHEB
OR5K2	OR11H1
OR5H1	SNAPC4
OR4K13	RARS
OR4E2	TBC1D3H
OR4E2	PDE4DIP
OR4C6	WSCD2
OR4C16	VCP
OR2T27	TATDN3
OR1D2	TSPYL5
OR10Z1	PSMA1
NUTM2A	ZER1
NUTF2	TICAM2
NUTF2	PNISR
NUTF2	OR8D1
NUMBL	UTP6
NUF2	POTEI
NUDT4	PGBD2
NUCKS1	OR2T33
NUCB1	PRAMEF17
NUCB1	OR10Z1
NSUN5	ZKSCAN1
NSUN4	TIMM10
NSRP1	ELOC
NSMCE2	ORC3
NSF	SYT1
NSF	STRN
NSF	SLC7A8
NPL	PGBD2
NOL11	RPS23
NME6	PPA2
NHP2	TSEN34
NGRN	ROMO1
NFYB	TPP2
NFU1	RBFA
NFU1	POLG2
NELFCD	U2AF1
NELFCD	PRC1
NEDD8	TUBG1
NEDD1	OR10Z1
NDUFS3	TMEM242
NDUFB5	UQCC3
NDUFB4	PDHB
NDUFAF6	TRMT10C
NDUFAF6	SDHB
NDUFAF4	UQCC1
NDUFA8	UQCC2
NDUFA6	UQCC2
NDOR1	NEDD8
NCAPH	ZNF85
NCAPH	TXNL4B
NCAPH	TOP3A
NCAPH	PNISR
NBPF3	OR1J1
NBEAL1	POLR3A
NAT10	PWP2
NARS	RCC1
NAPA	RAD52
NAMPT	UROD
NAF1	TAMM41
NAE1	SMC6
NAA50	SKA3
NAA50	PPIE
NAA20	RPS21
MYB	NAMPT
MYADM	UBA52
MTPAP	REXO2
MTG2	TRMT6
MTBP	PSMA6
MRPS7	YME1L1
MRPS33	WDR33
MRPS22	SOD2
MRPS18B	OXSM
MRPL4	SDHB
MRPL44	NDUFAF6
MRPL39	XRCC4
MRPL39	RAD50
MRPL35	NME6
MRPL23	UROS
MRPL23	PUS1
MRPL22	OXSM
MRPL19	UQCC3
MRPL11	TRIAP1
MRGPRE	OR7A17
MRGPRE	NOS1AP
MRE11	RAD1
MITF	PPP2R2A
MIS12	ZNF254
MIS12	PSMD11
MIPEP	RPIA
MINOS1	MRPS26
METTL1	TRMT112
METTL16	UBE2I
METTL16	TAF1A
METTL14	TP53BP1
METTL14	REV1
MED27	SKA3
MED27	POLA2
MED24	MED25
MED20	TOP1
MCM6	RPL23A
MCM6	OR1D2
MAPK1	PEA15
MAD2L1	METTL16
LYZL4	SF3B6
LYZL4	PLEKHG3
LYZL4	OR5K2
LYZL4	MCM6
LURAP1L	UTP6
LTV1	RPL39L
LTV1	PSMB7
LSM5	ZNF468
LSM5	TMA16
LSM10	PDPK1
LRRC37A2	RTFDC1
LRRC28	PSMA5
LONP1	MRPS31
LONP1	MRPL35
LONP1	MRPL14
LONP1	MRPL13
LIPT1	POLRMT
LIG3	MRPL11
LIAS	RTN4IP1
LIAS	MIPEP
LGALS9B	RND1
LGALS14	MSRB1
LETM1	MTERF4
KRTAP5-3	UTP6
KRTAP4-8	LRRC37A3
KRTAP19-3	TXNL4B
KRT18	XAB2
KRT18	UBC
KRAS	SPHAR
KLF7	MFSD1
KIF15	KIF18B
KARS	WSCD2
KANSL3	KDM2A
KANSL2	RHOQ
IYD	RIPK3
ITGAV	PXN
ISCA2	PPA2
ISCA2	MDH2
ISCA1	PARS2
INTS9	SYT1
INTS2	TRAPPC11
INTS2	PRIM1
INMT	SEPT14
IMPDH1	KCNG1
IGSF3	MEPE
IBA57	MECR
HSPA5	RPS13
HSPA14	MRPL43
HSPA14	MCMBP
HNRNPL	SNRNP35
HNRNPK	ZNF720
HNRNPA3	LCE3C
HIGD2A	LIG3
HGF	OR8A1
HFE2	HYDIN
HAUS3	SPDL1
HAUS3	SGO1
HAUS2	UFC1
HAUS2	SKP1
HARS	REV1
HADHA	OCLM
H2AFX	HUS1
GTPBP8	TRIAP1
GTPBP3	VARS2
GTPBP3	MRPL16
GTF3C4	PWP2
GTF3C4	MRPL44
GTF3C4	LARS2
GTF3C2	RPL23A
GTF2E2	MED21
GSDMA	OR1D2
GRSF1	SLC31A1
GRAMD1A	TMEM190
GRAMD1A	OR2T33
GPR17	PPP1R10
GPR17	OR5K2
GPN1	SUPT16H
GOLGA8N	PCID2
GOLGA8N	NARS
GOLGA6L6	SPHAR
GOLGA6L6	PSMC4
GOLGA6L1	UBE2Q2L
GNPDA2	THEM4
GMPS	PMM2
GMPPB	PMVK
GLRX3	MMS19
GLMN	VEZT
GJA3	ZNF382
GINS4	ZCCHC9
GINS4	YARS
GINS4	OR4C6
GFPT1	PMM2
GFER	PGLS
GEMIN6	PGS1
GBF1	RTF1
GAR1	IMP3
GAPDH	ZNF202
GAPDH	ELOC
GALP	RPA3
GADD45GIP1	RPUSD3
GABPB1	POLR1B
GABPA	TBCD
FOXRED1	SDHB
FOXRED1	RNASEH1
FOXD4L5	RHEB
FKBPL	NELFCD
FKBP3	STRN
FDXR	RNASEH2C
FDXR	NELFB
FDX1	MRPL13
FCF1	OR5AS1
FARSA	LSM6
FARSA	HSCB
FAM71E1	SLC7A8
MINDY2	VN1R2
FAM49B	RIPK2
FAM25A	ZNF680
FAM25A	TMED8
FAM210A	MRPS17
FAM200B	ZNF716
EXOSC9	RFC4
EXOSC9	POLR1B
EXOSC5	MRE11
ETFB	RPS2
ETF1	TBC1D3H
ESF1	OCLM
ERH	UBE2I
ERH	TNFAIP2
ERH	SNRNP35
ERAL1	FECH
EPN3	ZNF680
EMC6	PMVK
ELP3	WDR61
EIF6	ELP1
EIF5AL1	RTCB
EIF3I	HNRNPL
EIF3H	HOXD11
EIF3CL	TUBA1C
EIF3CL	SACM1L
EIF3CL	RPL23A
EIF2B1	NAA50
EIF2B1	EXOSC9
EFTUD2	PDRG1
EFR3A	MARK2
E2F6	OR4F21
E2F6	FAM200B
DRICH1	LCE1A
DPPA3	OR13D1
DPPA3	NUF2
DPPA2	NRBF2
DPH6	TRMT6
DPH5	TELO2
DOHH	ELP3
DNLZ	PELP1
DNLZ	MIPEP
DNAJC2	GADD45GIP1
DNAJC17	ZNF830
DNAJC11	TRUB2
DNAJC11	MRPL30
DNAJA3	FDXR
DLX3	RIPK2
DLD	MRPS35
DIEXF	TOP3A
DHX38	GBF1
DHX15	SF3B6
DHPS	TRMT6
DEXI	GOLGA8M
DEPTOR	TFAP2C
DDX54	POLR3C
DDX54	ORC4
DDX28	NDUFA4
DDX20	VPS28
DDX20	UTP6
DDX1	TTC4
DDX1	RAD50
DDX10	ORC5
DCTN1	ORC3
DCPS	WDR33
DCPS	UQCRB
DCPS	KIAA0391
DCPS	IMMT
DAP3	OXSM
CYFIP1	ZBTB4
CYFIP1	TBCD
CXCL1	LCE1B
CWC27	TGFB1I1
CWC27	RNASEK
CWC27	PRPF38A
CWC25	EXOC7
CWC22	PHF5A
CWC22	LSM5
CTAGE15	HMGB1
CSE1L	DYNC1H1
COX6A1	MRPL21
COX20	MRPL14
COX20	GATC
COX16	RCC1L
COX16	UQCC2
COX15	FDX1
COQ7	TAMM41
COQ6	MRPL46
COQ5	NDUFS3
COQ2	MRPL50
COPZ1	TFIP11
COPZ1	OR5K2
COPS3	PSMA6
COPS2	PNISR
COPB2	POLR2E
COASY	UGP2
COA5	MRPL50
CNN2	CTAGE15
CNIH4	INTS2
CLPP	PDE12
CLP1	CYFIP1
CKS1B	E2F3
CKAP5	PSMA1
CKAP5	LCE3C
CHTF8	GAPDH
CHRND	FAM166A
CHGA	NOL11
CHEK1	TRAPPC3
CHCHD4	PET100
CHCHD3	HSPA14
CEP131	HS6ST1
CENPN	TOP1
CENPN	TNFAIP2
CENPH	SULT1E1
CDS2	ZEB2
CDIPT	DDX54
CD3EAP	RPF2
CD1D	SAP30BP
CCT8	OR5K2
CCT7	NELFCD
CCT5	RTFDC1
CCT3	RPS16
CCT3	FKBP3
CCT3	CTDP1
CCT2	RPS16
CCDC93	SKP1
CCDC25	ZNF99
CCDC159	INTS14
CCDC159	SACM1L
CCDC159	RRP1
CCDC159	NOL12
CCDC115	WRB
CCDC115	MRPL10
CAST	TRIM61
CARS	SRRM1
CARS	NUP85
CARS	ERH
C8orf88	NOV
C8orf59	IL12RB2
C19orf12	MYADM
NDUFAF8	MRPL2
C17orf58	HIST2H2BE
TEDC2	ELP1
C12orf76	RANGAP1
C12orf76	PPY
C12orf76	LGALS9B
C12orf65	ECSIT
BUB1B	POLR3F
BTF3	NAA20
BNIP1	SRP68
BNIP1	POTEI
BET1	PRPF4B
BET1	MED20
BCL9L	KAT6A
BCAR1	DLG5
BANF1	HNRNPL
BAK1	SLC16A5
AZIN1	CAD
AURKB	ECD
ATPAF2	NDUFB8
ATPAF2	MRPL3
ATPAF2	AURKAIP1
ATP6V1D	ELOC
ATP6V1C1	SPATA31A7
ATP6V1C1	SET
ATP6V0D1	OR5K2
ATP6V0B	WDR7
DMAC2	MRPL13
ATP5MG	COX18
ATP5PB	SLC25A3
ATP5F1E	UQCC1
ATP5F1E	COX5A
ATP5F1C	UQCC1
ATP5F1B	MRPL27
ATIC	GCLC
ATF4	SLC35G6
ASH2L	NSA2
ASCC3	KRIT1
ASCC3	CPNE3
ARRB1	OR2M3
ARRB1	GJA3
ARPC4	LCE1A
ARPC4	HMGN2
ARL2	LSM5
ARIH1	CCNA2
ARID3A	PRC1
ARID3A	DSCR4
ARGFX	RNF14
AQP12B	OR2C3
AP4S1	DDX27
ANP32E	TMEM167A
ANKLE2	POLR2E
ANAPC1	PPIE
ANAPC1	PNISR
ANAPC10	NELFCD
AMZ1	H2AFV
ALG8	ORC3
ALG1	TIMM10
ALG11	UBTF
AK6	WDR74
AGAP6	ZNF468
AGAP6	NPM1
ADAT3	MRPL47
ADAT3	GTF3C5
ADAT2	MARS2
ACTR3	GTF2E2
ABHD13	MIS18BP1
AASDHPPT	MALSU1
AARS2	NDUFA13
AARS2	METTL1
ZCCHC9	ZNF468
XRCC4	YARS2
VPS36	VPS37A
USP5	ZFP90
USP39	ZBTB4
UQCC3	UQCRC2
TXNL4B	ZNF431
TTK	WTAP
TRMT61A	TUBE1
TRIP6	UQCRH
TRAPPC2L	TRAPPC11
TNFAIP2	ZNF720
TKT	YRDC
TIPIN	BUD23
TIMM10	WARS2
TICAM2	UPF1
TCF7L2	TTC7A
ELOC	WDR70
TBCD	WSCD2
TAF1A	UBTF
SUPT16H	ZNF254
SULT6B1	ZNF728
STRN	ZNF830
STRN	TIGD1
SRRM1	TPRKB
SNRPD1	TBC1D3C
SNRNP35	USP17L10
SNRNP35	TRNT1
SNAPC1	SNAPC3
SMU1	UTP6
SMPD3	TGFB1I1
SMC6	TRAPPC3
SLC25A3	TRUB2
SF3B6	WTAP
SF3B6	TOP3A
SET	ZNF771
SEPT14	ELOC
SELENOP	TBCD
SEC61G	TIMM9
SCFD1	TRAPPC1
SART3	TMED8
SARS2	SDHB
SAMM50	UTP6
RTTN	STIL
RTFDC1	ZBTB4
RRAGC	VPS18
RRAGA	VPS41
RPTOR	TIMM9
RPS23	ZNF202
RPS23	SNRPD1
RPS23	SMR3B
RPS10	TBCD
RPL5	TOP3A
RPL3	TBC1D3C
RPL39L	TOM1L2
RPL23	RPS3
RPL18	SMC6
